epoch,grad/last_mlp,grad/lm_head,grad/q_head,grad/total_norm,step,train/accuracy,train/early_halt_rate,train/exact_accuracy,train/lm_loss,train/lr,train/q_halt_accuracy,train/q_halt_loss,train/steps,val/accuracy,val/exact_accuracy,val/lm_loss,val/loss,val/q_halt_accuracy,val/q_halt_loss,val/steps
99,,,,,199,,,,,,,,,0.1617647111415863,0.0,2.138432025909424,2.141789674758911,1.0,0.006715297698974609,16.0
109,,,,,219,,,,,,,,,0.19117647409439087,0.0,2.077698230743408,2.0810558795928955,1.0,0.006715297698974609,16.0
119,,,,,239,,,,,,,,,0.07352941483259201,0.0,2.14875864982605,2.152116298675537,1.0,0.006715297698974609,16.0
124,3.2457282543182373,1.7140796184539795,0.03792804479598999,8.505884170532227,249,,,,,1.2450000212993473e-05,,,,,,,,,,
129,,,,,259,,,,,,,,,0.1617647111415863,0.0,2.1031603813171387,2.106518030166626,1.0,0.006715297698974609,16.0
139,,,,,279,,,,,,,,,0.13235294818878174,0.0,2.1211931705474854,2.1245508193969727,1.0,0.006715297698974609,16.0
149,3.230043649673462,1.7664235830307007,0.03952987492084503,8.332534790039062,299,,,,,1.495000014983816e-05,,,,,,,,,,
149,,,,,299,,,,,,,,,0.14705882966518402,0.0,2.12085223197937,2.1242098808288574,1.0,0.006715297698974609,16.0
159,,,,,319,,,,,,,,,0.11764705926179886,0.0,2.090799331665039,2.0941569805145264,1.0,0.006715297698974609,16.0
169,,,,,339,,,,,,,,,0.20588237047195435,0.0,2.105421543121338,2.108779191970825,1.0,0.006715297698974609,16.0
174,2.906141996383667,1.630470633506775,0.03721708431839943,7.4576826095581055,349,,,,,1.745000008668285e-05,,,,,,,,,,
179,,,,,359,,,,,,,,,0.13235294818878174,0.0,2.1217193603515625,2.12507700920105,1.0,0.006715297698974609,16.0
189,,,,,379,,,,,,,,,0.14705882966518402,0.0,2.0648412704467773,2.0681989192962646,1.0,0.006715297698974609,16.0
199,2.7735440731048584,1.5508501529693604,0.037652768194675446,7.2579216957092285,399,0.3235294222831726,0.0,0.0,1.6567251328222998,1.9949999114032835e-05,1.0,0.006213188171386719,16.0,,,,,,,
199,,,,,399,,,,,,,,,0.27941176295280457,0.0,2.077630043029785,2.0809860229492188,1.0,0.006712079048156738,16.0
209,,,,,419,,,,,,,,,0.13235294818878174,0.0,2.0851950645446777,2.0885496139526367,1.0,0.006708860397338867,16.0
219,,,,,439,,,,,,,,,0.1764705926179886,0.0,2.0787434577941895,2.0820865631103516,1.0,0.0066863298416137695,16.0
224,2.4777650833129883,1.3530114889144897,0.03789988160133362,6.474460124969482,449,,,,,2.2449999960372224e-05,,,,,,,,,,
229,,,,,459,,,,,,,,,0.14705882966518402,0.0,2.0767743587493896,2.0800998210906982,1.0,0.0066509246826171875,16.0
239,,,,,479,,,,,,,,,0.10294117778539658,0.0,2.087860584259033,2.0911684036254883,1.0,0.0066155195236206055,16.0
249,2.1744754314422607,1.3004248142242432,0.03454766422510147,5.632753372192383,499,,,,,2.4950000806711614e-05,,,,,,,,,,
249,,,,,499,,,,,,,,,0.13235294818878174,0.0,2.0678746700286865,2.071166515350342,1.0,0.0065833330154418945,16.0
259,,,,,519,,,,,,,,,0.13235294818878174,0.0,2.0690181255340576,2.072313070297241,1.0,0.006589770317077637,16.0
269,,,,,539,,,,,,,,,0.10294117778539658,0.0,2.0653223991394043,2.0686044692993164,1.0,0.006564021110534668,16.0
274,2.1421096324920654,1.2795815467834473,0.03261076286435127,5.52172327041626,549,,,,,2.74499998340616e-05,,,,,,,,,,
279,,,,,559,,,,,,,,,0.1617647111415863,0.0,2.017559766769409,2.0208323001861572,1.0,0.006544813513755798,16.0
289,,,,,579,,,,,,,,,0.13235294818878174,0.0,2.006649971008301,2.0099141597747803,1.0,0.006528720259666443,16.0
299,1.7797175645828247,1.0733979940414429,0.0294742863625288,4.565615177154541,599,,,,,2.995000068040099e-05,,,,,,,,,,
299,,,,,599,,,,,,,,,0.1617647111415863,0.0,2.0249953269958496,2.0282487869262695,1.0,0.006506815552711487,16.0
309,,,,,619,,,,,,,,,0.19117647409439087,0.0,1.989598274230957,1.992828130722046,1.0,0.006459668278694153,16.0
319,,,,,639,,,,,,,,,0.14705882966518402,0.0,1.9963070154190063,1.9995198249816895,1.0,0.006425619125366211,16.0
324,1.3655097484588623,0.8505375385284424,0.0235416479408741,3.4569034576416016,649,,,,,3.2449999707750976e-05,,,,,,,,,,
329,,,,,659,,,,,,,,,0.14705882966518402,0.0,2.009702444076538,2.0129055976867676,1.0,0.006406724452972412,16.0
339,,,,,679,,,,,,,,,0.10294117778539658,0.0,1.9705356359481812,1.9737143516540527,1.0,0.006357431411743164,16.0
349,1.3460667133331299,0.8482282161712646,0.01889624632894993,3.406301259994507,699,,,,,3.4950000554090366e-05,,,,,,,,,,
349,,,,,699,,,,,,,,,0.14705882966518402,0.0,1.9743422269821167,1.9775056838989258,1.0,0.006326735019683838,16.0
359,,,,,719,,,,,,,,,0.1617647111415863,0.0,1.996315598487854,1.9994639158248901,1.0,0.006296664476394653,16.0
369,,,,,739,,,,,,,,,0.22058823704719543,0.0,1.9757698774337769,1.9789015054702759,1.0,0.006263285875320435,16.0
374,1.0720397233963013,0.7213855385780334,0.013063501566648483,2.675201654434204,749,,,,,3.7450001400429755e-05,,,,,,,,,,
379,,,,,759,,,,,,,,,0.20588237047195435,0.0,1.9557418823242188,1.9588342905044556,1.0,0.00618492066860199,16.0
389,,,,,779,,,,,,,,,0.13235294818878174,0.0,1.9153066873550415,1.9183884859085083,1.0,0.006163567304611206,16.0
399,1.146888256072998,0.7252514958381653,0.008997846394777298,2.8854520320892334,799,0.5735294222831726,0.0,0.0,1.0560678472604257,3.994999860879034e-05,1.0,0.0011061429977416992,16.0,,,,,,,
399,,,,,799,,,,,,,,,0.1764705926179886,0.0,1.9224354028701782,1.9254894256591797,1.0,0.006108075380325317,16.0
409,,,,,819,,,,,,,,,0.19117647409439087,0.0,1.9690405130386353,1.9720412492752075,1.0,0.006001561880111694,16.0
419,,,,,839,,,,,,,,,0.19117647409439087,0.0,1.9037702083587646,1.9068114757537842,1.0,0.006082504987716675,16.0
424,0.9961451292037964,0.6234590411186218,0.009661322459578514,2.528611183166504,849,,,,,4.244999945512973e-05,,,,,,,,,,
429,,,,,859,,,,,,,,,0.2647058963775635,0.0,1.8986244201660156,1.901646375656128,1.0,0.0060440972447395325,16.0
439,,,,,879,,,,,,,,,0.27941176295280457,0.0,1.871091365814209,1.8740350008010864,1.0,0.005887351930141449,16.0
449,1.2978273630142212,0.765424370765686,0.010728453285992146,3.390221118927002,899,,,,,4.495000030146912e-05,,,,,,,,,,
449,,,,,899,,,,,,,,,0.1617647111415863,0.0,1.883013367652893,1.8859697580337524,1.0,0.005912892520427704,16.0
459,,,,,919,,,,,,,,,0.27941176295280457,0.0,1.8774399757385254,1.8803131580352783,1.0,0.0057463571429252625,16.0
469,,,,,939,,,,,,,,,0.30882352590560913,0.0,1.8497426509857178,1.8525861501693726,1.0,0.0056869760155677795,16.0
474,1.1424897909164429,0.7652254700660706,0.014388049952685833,3.0468578338623047,949,,,,,4.745000114780851e-05,,,,,,,,,,
479,,,,,959,,,,,,,,,0.27941179275512695,0.0,1.8520780801773071,1.8548985719680786,1.0,0.00564093142747879,16.0
489,,,,,979,,,,,,,,,0.20588235557079315,0.0,1.78752601146698,1.7902947664260864,1.0,0.005537480115890503,16.0
499,1.019810676574707,0.46624094247817993,2.804572105407715,3.917917490005493,999,,,,,4.994999835616909e-05,,,,,,,,,,
499,,,,,999,,,,,,,,,0.3235294222831726,0.0,1.7775033712387085,1.780300259590149,1.0,0.0055937692523002625,16.0
